123	132
168	177
312	321
333	342
381	393
423	432
516	534
558	570
687	696
708	717
723	750
753	792
795	858
861	903
906	1023
1047	1122
1125	1140
1143	1152
1206	1224
1248	1257
1263	1275
1305	1314
1338	1347
1362	1371
1422	1431
1434	1443
1455	1467
1485	1494
1512	1521
1551	1560
1689	1710
1737	1749
1797	1806
1983	1992
2019	2028
2037	2046
2076	2085
2121	2136
2181	2190
2208	2220
2289	2298
2304	2316
2319	2331
2343	2352
2391	2400
2403	2415
2433	2442
2463	2472
2553	2568
2592	2601
2628	2637
2664	2673
2682	2691
2772	2784
2796	2808
2934	2943
2991	3000
3015	3024
3264	3276
3432	3441
3465	3474
3810	3822
3921	3933
3954	3963
3993	4002
4065	4083
4158	4167
5760	5769
5838	5850
5910	5922
5976	5988
6060	6069
6111	6126
6273	6282
6285	6294
6351	6366
6378	6399
6402	6414
6417	6438
6441	6462
6468	6477
6489	6501
6594	6612
6615	6642
6645	6672
6696	6705
6792	6807
6828	6843
6909	6921
6930	6939
7035	7047
7083	7098
7125	7137
7188	7197
7326	7335
7371	7380
7473	7485
7530	7542
7596	7608
7677	7686
7716	7728
7779	7791
7794	7803
7827	7842
7860	7872
7932	7947
7962	7971
7980	7989
8097	8109
8166	8181
8322	8331
8352	8361
8376	8391
8406	8418
8445	8463
8553	8562
8592	8604
8616	8631
8685	8697
8808	8826
8931	8940
9021	9042
9060	9090
9105	9114
9120	9129
9144	9159
9165	9174
9177	9186
9189	9201
9210	9219
9231	9252
9267	9276
9393	9402
9555	9564
9567	9576
9609	9618
9639	9648
9675	9684
9702	9717
9729	9744
9804	9813
9873	9888
9936	9954
9969	9990
9993	10014
10020	10029
10035	10056
10068	10077
10086	10098
10128	10137
10224	10233
10242	10254
10332	10341
10407	10416
10464	10476
10518	10536
10542	10596
10599	10614
10641	10650
10665	10674
10890	10905
11022	11031
11034	11043
11055	11067
11127	11136
11160	11172
11259	11268
11271	11280
11385	11394
11397	11406
11445	11457
11508	11517
11526	11535
11595	11607
11637	11646
11784	11793
11814	11823
11865	11883
11901	11973
11988	11997
12009	12018
12051	12060
12090	12099
12102	12111
12120	12129
12147	12156
12198	12207
12222	12237
12252	12270
12324	12333
12339	12348
12411	12420
12435	12444
12474	12483
12510	12531
12627	12639
12717	12735
12771	12792
12801	12810
12864	12873
12888	12897
12990	12999
13014	13023
13029	13038
13197	13206
13239	13248
13329	13341
13428	13437
13482	13500
13533	13548
13611	13620
13659	13668
13875	13884
13998	14007
14034	14055
14100	14109
14127	14142
14166	14193
14196	14208
14211	14223
14307	14316
14325	14343
14439	14448
14532	14541
14550	14559
14622	14640
14697	14712
14751	14760
14931	14940
14952	14961
14964	14973
14982	14994
15030	15039
15393	15402
15420	15432
15438	15447
